,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
816,140.0,30.0,521592.0,2014-06-15,IL,100/300,500.0,1354.2,0.0,438775.0,FEMALE,College,adm-clerical,bungie-jumping,wife,100500.0,0.0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4.0,4.0,?,0.0,0.0,?,60170.0,5470.0,10940.0,43760.0,Nissan,Pathfinder,2006.0,N,Young Adult,Established Client,11.666666666666666,15799.000000000002,-44371.0
817,250.0,42.0,254837.0,2004-11-25,IN,100/300,500.0,1055.6,0.0,457962.0,MALE,High School,exec-managerial,paintball,husband,69500.0,-40700.0,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16.0,1.0,?,1.0,1.0,?,74800.0,13600.0,6800.0,54400.0,Ford,Fusion,2009.0,Y,Middle Aged,Long-Term Client,20.833333333333332,21991.666666666664,-52808.333333333336
818,286.0,41.0,634499.0,2000-08-26,IL,250/500,1000.0,999.43,0.0,477947.0,MALE,College,prof-specialty,paintball,wife,25800.0,0.0,2015-01-01,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3.0,1.0,YES,2.0,0.0,?,4100.0,820.0,410.0,2870.0,Chevrolet,Malibu,2009.0,N,Middle Aged,Long-Term Client,23.833333333333332,23819.748333333333,19719.748333333333
819,356.0,47.0,574707.0,2005-08-23,IN,250/500,2000.0,1155.97,0.0,431104.0,MALE,High School,prof-specialty,camping,husband,0.0,0.0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5.0,1.0,YES,0.0,3.0,?,61490.0,5590.0,11180.0,44720.0,Dodge,RAM,2009.0,N,Middle Aged,Long-Term Client,29.666666666666668,34293.776666666665,-27196.223333333335
820,65.0,29.0,476839.0,1990-08-09,IL,250/500,1000.0,1726.91,0.0,456570.0,MALE,High School,other-service,basketball,own-child,0.0,0.0,2015-01-28,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,4453 Best Ave,14.0,1.0,?,0.0,0.0,?,7200.0,720.0,1440.0,5040.0,Audi,A5,1999.0,N,Young Adult,Established Client,5.416666666666667,9354.095833333333,2154.095833333333
821,187.0,34.0,149601.0,2003-03-28,IN,500/1000,500.0,1232.57,0.0,612986.0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500.0,0.0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7.0,3.0,?,0.0,0.0,?,45100.0,8200.0,4100.0,32800.0,Nissan,Pathfinder,2011.0,N,Middle Aged,Long-Term Client,15.583333333333334,19207.549166666664,-25892.450833333336
822,386.0,53.0,630683.0,2007-10-23,OH,250/500,500.0,1078.65,0.0,615730.0,MALE,JD,craft-repair,camping,not-in-family,36800.0,0.0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16.0,1.0,?,2.0,3.0,YES,66660.0,12120.0,6060.0,48480.0,Honda,Civic,2006.0,N,Middle Aged,Long-Term Client,32.166666666666664,34696.575000000004,-31963.424999999996
823,197.0,41.0,500639.0,1996-06-27,OH,500/1000,1000.0,1324.78,0.0,478640.0,FEMALE,PhD,prof-specialty,basketball,not-in-family,0.0,-64500.0,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6.0,1.0,NO,2.0,2.0,YES,76400.0,15280.0,7640.0,53480.0,Volkswagen,Jetta,1997.0,Y,Middle Aged,Long-Term Client,16.416666666666668,21748.471666666665,-54651.528333333335
824,166.0,37.0,352120.0,1994-12-11,IN,250/500,500.0,1518.54,0.0,470510.0,FEMALE,MD,craft-repair,kayaking,not-in-family,0.0,0.0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10.0,1.0,YES,1.0,1.0,NO,58300.0,10600.0,10600.0,37100.0,Ford,F150,2001.0,N,Middle Aged,Long-Term Client,13.833333333333334,21006.47,-37293.53
825,293.0,49.0,569245.0,1995-12-05,IL,100/300,2000.0,1239.06,0.0,439360.0,FEMALE,JD,transport-moving,skydiving,husband,34900.0,0.0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19.0,1.0,?,1.0,1.0,?,57310.0,5210.0,10420.0,41680.0,Volkswagen,Passat,2002.0,N,Middle Aged,Long-Term Client,24.416666666666668,30253.715,-27056.285
826,179.0,32.0,907012.0,1996-12-15,OH,500/1000,2000.0,1246.68,0.0,440251.0,FEMALE,PhD,priv-house-serv,movies,own-child,0.0,0.0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10.0,1.0,?,0.0,1.0,?,53100.0,5900.0,5900.0,41300.0,Suburu,Impreza,2006.0,N,Middle Aged,Long-Term Client,14.916666666666666,18596.31,-34503.69
827,76.0,24.0,700074.0,2011-06-06,OH,250/500,1000.0,1622.67,0.0,600313.0,FEMALE,MD,priv-house-serv,paintball,husband,0.0,0.0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6.0,3.0,NO,1.0,1.0,?,74700.0,14940.0,7470.0,52290.0,Suburu,Forrestor,1997.0,N,Young Adult,Established Client,6.333333333333333,10276.91,-64423.09
828,105.0,28.0,866805.0,1995-12-13,OH,250/500,500.0,1082.36,0.0,452216.0,FEMALE,Associate,prof-specialty,golf,own-child,0.0,0.0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12.0,3.0,NO,2.0,2.0,NO,60500.0,12100.0,6050.0,42350.0,Audi,A5,1995.0,N,Young Adult,Established Client,8.75,9470.65,-51029.35
829,97.0,26.0,951863.0,1997-10-28,OH,250/500,1000.0,1270.55,0.0,478532.0,MALE,Masters,protective-serv,chess,unmarried,0.0,-72100.0,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10.0,3.0,YES,2.0,3.0,NO,84920.0,7720.0,15440.0,61760.0,Jeep,Wrangler,2006.0,Y,Young Adult,Established Client,8.083333333333334,10270.279166666667,-74649.72083333333
830,148.0,36.0,211578.0,1996-01-04,IL,500/1000,1000.0,1236.32,5000000.0,616929.0,FEMALE,MD,adm-clerical,hiking,own-child,55100.0,0.0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0.0,1.0,NO,2.0,0.0,NO,61050.0,5550.0,11100.0,44400.0,Dodge,Neon,2009.0,N,Middle Aged,Established Client,12.333333333333334,15247.946666666665,-45802.05333333334
831,77.0,26.0,357394.0,2008-05-09,IL,250/500,2000.0,785.82,0.0,620207.0,MALE,JD,exec-managerial,movies,other-relative,49700.0,0.0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12.0,3.0,YES,2.0,0.0,?,69080.0,12560.0,6280.0,50240.0,Audi,A5,2009.0,Y,Young Adult,Established Client,6.416666666666667,5042.345,-64037.655
832,295.0,46.0,863749.0,2009-12-05,IN,250/500,500.0,1265.84,0.0,605743.0,FEMALE,JD,prof-specialty,paintball,own-child,52200.0,-44500.0,2015-01-16,Vehicle Theft,?,Minor Damage,None,VA,Arlington,1941 5th Ridge,10.0,1.0,YES,1.0,3.0,YES,4560.0,760.0,380.0,3420.0,Nissan,Pathfinder,2007.0,N,Middle Aged,Long-Term Client,24.583333333333332,31118.566666666666,26558.566666666666
833,126.0,28.0,596914.0,1992-01-05,IN,250/500,500.0,1508.9,0.0,472814.0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0.0,0.0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3.0,4.0,NO,0.0,1.0,?,67800.0,11300.0,11300.0,45200.0,Ford,F150,2011.0,N,Young Adult,Established Client,10.5,15843.45,-51956.55
834,132.0,32.0,684653.0,1997-11-15,OH,250/500,2000.0,1106.84,0.0,464362.0,MALE,PhD,other-service,reading,wife,43100.0,-31900.0,2015-01-07,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21.0,1.0,YES,1.0,1.0,YES,5600.0,1120.0,560.0,3920.0,Suburu,Legacy,2005.0,N,Middle Aged,Established Client,11.0,12175.24,6575.24
835,370.0,55.0,528259.0,2012-12-22,IN,500/1000,2000.0,1389.13,7000000.0,456203.0,MALE,JD,other-service,basketball,wife,0.0,-53200.0,2015-02-17,Vehicle Theft,?,Minor Damage,None,NC,Northbrook,4814 Lincoln Lane,6.0,1.0,?,0.0,2.0,?,9000.0,900.0,1800.0,6300.0,Mercedes,ML350,2015.0,N,Middle Aged,Long-Term Client,30.833333333333332,42831.50833333333,33831.50833333333
836,257.0,43.0,797636.0,1992-05-19,IN,100/300,1000.0,974.84,0.0,468984.0,FEMALE,JD,transport-moving,kayaking,other-relative,52100.0,0.0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0.0,1.0,NO,0.0,1.0,YES,85320.0,21330.0,7110.0,56880.0,Nissan,Pathfinder,2006.0,N,Middle Aged,Long-Term Client,21.416666666666668,20877.823333333334,-64442.176666666666
837,9.0,24.0,326180.0,2002-05-25,IL,100/300,2000.0,1304.46,0.0,473349.0,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700.0,-33300.0,2015-01-31,Vehicle Theft,?,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,6.0,1.0,NO,0.0,3.0,YES,5940.0,540.0,1080.0,4320.0,Audi,A5,2001.0,Y,Young Adult,New Client,0.75,978.345,-4961.655
838,185.0,34.0,620075.0,2010-04-21,OH,250/500,500.0,1257.36,0.0,474771.0,FEMALE,PhD,armed-forces,movies,husband,0.0,0.0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20.0,3.0,YES,1.0,1.0,?,51370.0,9340.0,4670.0,37360.0,BMW,M5,2000.0,Y,Middle Aged,Long-Term Client,15.416666666666666,19384.3,-31985.7
839,234.0,43.0,965187.0,1990-03-26,OH,250/500,500.0,1257.04,0.0,448294.0,MALE,Associate,protective-serv,reading,own-child,0.0,-48800.0,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4.0,1.0,NO,2.0,2.0,YES,51600.0,10320.0,5160.0,36120.0,Dodge,Neon,2011.0,N,Middle Aged,Long-Term Client,19.5,24512.28,-27087.72
840,253.0,44.0,516182.0,2007-05-12,OH,100/300,2000.0,719.52,0.0,606606.0,FEMALE,High School,farming-fishing,golf,own-child,45800.0,0.0,2015-02-13,Parked Car,?,Trivial Damage,None,SC,Arlington,1741 Best Ridge,9.0,1.0,NO,0.0,3.0,?,5400.0,600.0,600.0,4200.0,Chevrolet,Malibu,1998.0,N,Middle Aged,Long-Term Client,21.083333333333332,15169.880000000001,9769.880000000001
841,233.0,39.0,728839.0,2001-01-02,OH,500/1000,2000.0,1524.18,0.0,605220.0,MALE,JD,craft-repair,reading,unmarried,0.0,0.0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20.0,3.0,?,1.0,0.0,YES,48870.0,5430.0,5430.0,38010.0,Saab,95,1999.0,N,Middle Aged,Long-Term Client,19.416666666666668,29594.495,-19275.505
842,274.0,44.0,771509.0,2006-08-10,IN,500/1000,500.0,1395.58,0.0,466612.0,FEMALE,JD,tech-support,reading,husband,0.0,0.0,2015-02-05,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7.0,1.0,NO,2.0,1.0,?,5590.0,860.0,860.0,3870.0,BMW,X5,2000.0,N,Middle Aged,Long-Term Client,22.833333333333332,31865.743333333332,26275.743333333332
843,297.0,48.0,264221.0,2014-07-28,IL,500/1000,1000.0,1243.68,0.0,463331.0,MALE,Masters,protective-serv,camping,wife,0.0,-71400.0,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18.0,3.0,?,0.0,2.0,?,54960.0,6870.0,0.0,48090.0,Toyota,Corolla,2002.0,Y,Middle Aged,Long-Term Client,24.75,30781.08,-24178.92
844,273.0,47.0,602704.0,2011-09-27,OH,500/1000,1000.0,1189.04,0.0,457843.0,FEMALE,Associate,prof-specialty,video-games,own-child,59600.0,0.0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0.0,3.0,NO,1.0,3.0,?,39800.0,7960.0,3980.0,27860.0,Jeep,Wrangler,2014.0,N,Middle Aged,Long-Term Client,22.75,27050.659999999996,-12749.340000000004
845,147.0,37.0,672416.0,2013-04-20,IN,500/1000,2000.0,1375.29,0.0,609226.0,FEMALE,Masters,armed-forces,chess,own-child,0.0,0.0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11.0,3.0,?,0.0,1.0,?,56160.0,6240.0,6240.0,43680.0,Ford,Fusion,2015.0,Y,Middle Aged,Established Client,12.25,16847.3025,-39312.697499999995
846,285.0,42.0,545506.0,1991-03-20,IN,100/300,500.0,1389.13,0.0,452942.0,MALE,Associate,priv-house-serv,golf,not-in-family,63100.0,-79400.0,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13.0,1.0,NO,0.0,3.0,?,52700.0,5270.0,10540.0,36890.0,Toyota,Corolla,2005.0,N,Middle Aged,Long-Term Client,23.75,32991.8375,-19708.1625
847,289.0,43.0,777533.0,2002-12-21,OH,500/1000,1000.0,1387.51,0.0,609390.0,FEMALE,Associate,sales,base-jumping,not-in-family,0.0,0.0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19.0,3.0,YES,1.0,3.0,?,68580.0,7620.0,7620.0,53340.0,Jeep,Wrangler,2010.0,N,Middle Aged,Long-Term Client,24.083333333333332,33415.86583333333,-35164.13416666667
848,427.0,60.0,953334.0,2005-12-03,IN,100/300,1000.0,1178.61,7000000.0,446608.0,MALE,MD,craft-repair,board-games,own-child,0.0,-54400.0,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23.0,1.0,YES,1.0,2.0,YES,90860.0,12980.0,19470.0,58410.0,Volkswagen,Jetta,2004.0,Y,Elderly,Long-Term Client,35.583333333333336,41938.8725,-48921.1275
849,380.0,53.0,369781.0,2011-05-25,IL,250/500,2000.0,1166.62,6000000.0,602500.0,MALE,Associate,priv-house-serv,bungie-jumping,wife,0.0,0.0,2015-02-24,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23.0,1.0,NO,0.0,3.0,NO,5700.0,570.0,570.0,4560.0,Saab,93,2001.0,N,Middle Aged,Long-Term Client,31.666666666666668,36942.96666666666,31242.96666666666
850,13.0,21.0,990998.0,2006-10-18,IN,100/300,1000.0,1556.31,0.0,463809.0,MALE,Associate,prof-specialty,golf,not-in-family,0.0,-75000.0,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19.0,3.0,YES,2.0,0.0,YES,94930.0,8630.0,8630.0,77670.0,Accura,RSX,2014.0,N,Young Adult,New Client,1.0833333333333333,1686.0025,-93243.9975
851,282.0,43.0,982678.0,2006-07-19,OH,250/500,500.0,1452.27,0.0,611996.0,MALE,MD,farming-fishing,video-games,not-in-family,75800.0,0.0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19.0,1.0,NO,1.0,2.0,NO,46800.0,4680.0,9360.0,32760.0,Audi,A5,2007.0,Y,Middle Aged,Long-Term Client,23.5,34128.345,-12671.654999999999
852,312.0,47.0,646069.0,2002-06-08,OH,500/1000,1000.0,1212.07,0.0,459298.0,FEMALE,MD,exec-managerial,polo,wife,66900.0,-51800.0,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17.0,3.0,NO,2.0,3.0,NO,56320.0,7040.0,7040.0,42240.0,Mercedes,ML350,2000.0,N,Middle Aged,Long-Term Client,26.0,31513.82,-24806.18
853,266.0,46.0,331683.0,2009-02-12,OH,100/300,2000.0,1578.54,0.0,468158.0,MALE,Associate,handlers-cleaners,chess,husband,0.0,-41400.0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18.0,1.0,NO,1.0,3.0,YES,83490.0,7590.0,15180.0,60720.0,Nissan,Pathfinder,1996.0,N,Middle Aged,Long-Term Client,22.166666666666668,34990.969999999994,-48499.030000000006
854,30.0,36.0,364055.0,2001-05-14,IN,500/1000,500.0,1488.26,0.0,440831.0,FEMALE,College,machine-op-inspct,golf,wife,0.0,-63500.0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17.0,3.0,NO,2.0,2.0,?,57900.0,5790.0,5790.0,46320.0,Saab,95,2008.0,N,Middle Aged,Established Client,2.5,3720.6499999999996,-54179.35
855,198.0,36.0,521854.0,2001-02-16,IN,250/500,1000.0,1096.39,0.0,603848.0,MALE,High School,armed-forces,kayaking,own-child,0.0,0.0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11.0,3.0,?,1.0,3.0,YES,49410.0,5490.0,5490.0,38430.0,Audi,A3,2015.0,N,Middle Aged,Long-Term Client,16.5,18090.435,-31319.565
856,290.0,45.0,737252.0,1993-11-18,OH,500/1000,2000.0,1215.36,0.0,617739.0,MALE,Associate,tech-support,reading,own-child,54400.0,0.0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22.0,3.0,?,0.0,1.0,NO,66200.0,6620.0,6620.0,52960.0,Suburu,Impreza,2012.0,N,Middle Aged,Long-Term Client,24.166666666666668,29371.199999999997,-36828.8
857,260.0,46.0,344480.0,1990-02-18,OH,100/300,2000.0,1482.57,0.0,607133.0,MALE,MD,priv-house-serv,reading,husband,35000.0,0.0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7.0,1.0,NO,0.0,1.0,NO,64080.0,10680.0,10680.0,42720.0,Toyota,Camry,2005.0,N,Middle Aged,Long-Term Client,21.666666666666668,32122.35,-31957.65
858,233.0,43.0,898519.0,2000-05-21,OH,250/500,1000.0,954.18,0.0,437470.0,FEMALE,College,tech-support,dancing,other-relative,0.0,0.0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17.0,3.0,?,2.0,3.0,YES,42500.0,8500.0,4250.0,29750.0,Nissan,Pathfinder,2000.0,N,Middle Aged,Long-Term Client,19.416666666666668,18526.995,-23973.005
859,130.0,30.0,957816.0,2012-08-26,IL,500/1000,2000.0,1193.4,0.0,461372.0,MALE,PhD,exec-managerial,bungie-jumping,own-child,0.0,-40800.0,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16.0,3.0,NO,2.0,3.0,?,48950.0,8900.0,4450.0,35600.0,Suburu,Legacy,2005.0,N,Young Adult,Established Client,10.833333333333334,12928.5,-36021.5
860,230.0,42.0,175960.0,2004-11-16,IN,100/300,1000.0,1023.11,0.0,476130.0,FEMALE,MD,adm-clerical,golf,own-child,0.0,-45300.0,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13.0,3.0,NO,1.0,2.0,YES,58850.0,10700.0,10700.0,37450.0,Accura,MDX,1999.0,N,Middle Aged,Long-Term Client,19.166666666666668,19609.608333333334,-39240.39166666666
861,212.0,40.0,489618.0,2003-01-23,IL,500/1000,1000.0,1524.45,0.0,452438.0,FEMALE,Masters,other-service,golf,husband,73200.0,0.0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17.0,3.0,YES,0.0,2.0,YES,82400.0,8240.0,8240.0,65920.0,Nissan,Pathfinder,2006.0,N,Middle Aged,Long-Term Client,17.666666666666668,26931.95,-55468.05
862,299.0,44.0,717044.0,2008-11-07,OH,500/1000,1000.0,1653.32,0.0,460517.0,FEMALE,College,other-service,bungie-jumping,other-relative,0.0,-48800.0,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3.0,1.0,YES,2.0,0.0,?,54240.0,6780.0,6780.0,40680.0,Suburu,Impreza,2009.0,N,Middle Aged,Long-Term Client,24.916666666666668,41195.223333333335,-13044.776666666665
863,91.0,26.0,101421.0,1999-10-19,IL,250/500,1000.0,1022.46,0.0,444896.0,FEMALE,Associate,armed-forces,video-games,other-relative,52700.0,0.0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15.0,3.0,?,0.0,2.0,?,74200.0,7420.0,7420.0,59360.0,Jeep,Wrangler,1996.0,N,Young Adult,Established Client,7.583333333333333,7753.655,-66446.345
864,398.0,53.0,793948.0,1990-12-20,IL,100/300,2000.0,1396.43,0.0,448722.0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500.0,0.0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16.0,1.0,YES,2.0,1.0,?,47430.0,5270.0,5270.0,36890.0,Toyota,Camry,2000.0,N,Middle Aged,Long-Term Client,33.166666666666664,46314.92833333334,-1115.071666666663
865,218.0,43.0,737483.0,1996-02-14,IL,250/500,500.0,1521.55,0.0,477856.0,FEMALE,Associate,priv-house-serv,polo,other-relative,61100.0,-64500.0,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18.0,1.0,?,1.0,3.0,YES,68200.0,13640.0,6820.0,47740.0,Dodge,RAM,2003.0,Y,Middle Aged,Long-Term Client,18.166666666666668,27641.49166666667,-40558.50833333333
866,152.0,33.0,695117.0,2001-06-10,IN,100/300,1000.0,1034.27,0.0,617721.0,FEMALE,JD,armed-forces,exercise,husband,0.0,0.0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18.0,1.0,NO,1.0,0.0,NO,63900.0,7100.0,7100.0,49700.0,Accura,TL,2014.0,N,Middle Aged,Long-Term Client,12.666666666666666,13100.753333333334,-50799.246666666666
867,212.0,39.0,167466.0,2010-03-17,OH,100/300,1000.0,1255.35,0.0,454176.0,FEMALE,JD,protective-serv,skydiving,not-in-family,60300.0,-58900.0,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22.0,2.0,NO,0.0,3.0,YES,59300.0,11860.0,5930.0,41510.0,Dodge,RAM,2008.0,N,Middle Aged,Long-Term Client,17.666666666666668,22177.85,-37122.15
868,242.0,44.0,664732.0,2003-07-30,IL,500/1000,2000.0,1396.89,6000000.0,618127.0,FEMALE,College,priv-house-serv,chess,other-relative,0.0,-61600.0,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15.0,3.0,NO,1.0,2.0,YES,66900.0,6690.0,13380.0,46830.0,Suburu,Forrestor,1999.0,Y,Middle Aged,Long-Term Client,20.166666666666668,28170.615,-38729.384999999995
869,80.0,27.0,143038.0,2014-09-17,OH,500/1000,500.0,795.31,0.0,441923.0,MALE,JD,farming-fishing,skydiving,husband,0.0,-51000.0,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16.0,3.0,YES,1.0,3.0,?,40810.0,3710.0,7420.0,29680.0,Ford,F150,2000.0,Y,Young Adult,Established Client,6.666666666666667,5302.066666666666,-35507.933333333334
870,260.0,43.0,979963.0,2009-06-03,IN,100/300,500.0,982.22,0.0,604279.0,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500.0,-72100.0,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18.0,1.0,?,1.0,0.0,?,75400.0,15080.0,7540.0,52780.0,Honda,CRV,2011.0,N,Middle Aged,Long-Term Client,21.666666666666668,21281.433333333334,-54118.566666666666
871,133.0,34.0,467841.0,1994-10-11,IN,500/1000,500.0,1074.07,0.0,440833.0,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900.0,-61100.0,2015-01-28,Parked Car,?,Minor Damage,None,WV,Northbend,8492 Andromedia Ridge,8.0,1.0,NO,2.0,0.0,YES,4200.0,420.0,840.0,2940.0,Jeep,Wrangler,2013.0,N,Middle Aged,Established Client,11.083333333333334,11904.275833333333,7704.275833333333
872,290.0,45.0,219028.0,1991-07-18,OH,100/300,1000.0,1311.3,0.0,451550.0,FEMALE,Associate,machine-op-inspct,chess,wife,38500.0,0.0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23.0,3.0,YES,0.0,0.0,YES,52650.0,5850.0,5850.0,40950.0,Ford,F150,2001.0,Y,Middle Aged,Long-Term Client,24.166666666666668,31689.749999999996,-20960.250000000004
873,322.0,49.0,130156.0,2001-09-24,IL,250/500,2000.0,1277.12,0.0,431853.0,FEMALE,PhD,armed-forces,kayaking,own-child,0.0,-46000.0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18.0,1.0,?,0.0,2.0,YES,42240.0,7680.0,7680.0,26880.0,Chevrolet,Malibu,2007.0,N,Middle Aged,Long-Term Client,26.833333333333332,34269.386666666665,-7970.613333333335
874,228.0,39.0,762951.0,2012-09-19,IN,500/1000,500.0,1388.62,0.0,614274.0,FEMALE,JD,sales,reading,husband,35200.0,0.0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10.0,1.0,YES,1.0,0.0,YES,59490.0,6610.0,6610.0,46270.0,Mercedes,ML350,1995.0,N,Middle Aged,Long-Term Client,19.0,26383.779999999995,-33106.22
875,195.0,37.0,376879.0,1991-07-11,IL,100/300,1000.0,1406.52,8000000.0,619148.0,MALE,MD,tech-support,base-jumping,unmarried,0.0,0.0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12.0,1.0,NO,0.0,2.0,NO,44200.0,4420.0,4420.0,35360.0,Jeep,Wrangler,2002.0,Y,Middle Aged,Long-Term Client,16.25,22855.949999999997,-21344.050000000003
